Viewed	Search type	Result type
(47960, 14)	None	None	None
(18231, 12)	None	None	None
(41731, 8)	None	None	None
(49523, 20)	None	None	None
(11556, 6)	None	None	None
(15180, 44)	None	None	None
(47484, 67)	None	None	None
(41906, 10)	None	None	None
(36313, 7)	None	None	None
(42371, 7)	None	None	None
(26461, 6)	None	None	None
(23982, 16)	None	None	None
(26947, 5)	None	None	None
(27014, 8)	None	None	None
(41729, 4)	None	None	None
(2593, 12)	None	None	None
(45063, 21)	None	None	None
(22587, 22)	None	None	None
(45869, 3)	None	None	None
(43766, 11)	None	None	None
(45788, 7)	None	None	None
(192, 1)	None	None	None
(31817, 12)	None	None	None
(38821, 7)	None	None	None
(46789, 22)	None	None	None
(15432, 10)	None	None	None
(47973, 15)	None	None	None
(43225, 13)	None	None	None
(45668, 6)	None	None	None
(38902, 18)	None	None	None
(42917, 6)	None	None	None
(42074, 19)	None	None	None
(38311, 25)	None	None	None
(885, 2)	None	None	None
(4773, 8)	None	None	None
(36437, 9)	None	None	None
(37260, 11)	None	None	None
(12247, 3)	Viewed	Part	Saved
(41622, 4)	None	None	None
(1140, 6)	None	None	None
(22211, 13)	None	None	None
(14021, 8)	None	None	None
(23586, 21)	None	None	None
(3227, 10)	None	None	None
(23968, 11)	None	None	None
(15182, 3)	None	None	None
(36610, 25)	None	None	None
(48739, 3)	None	None	None
(2827, 14)	None	None	None
(48082, 19)	None	None	None
(8810, 2)	None	None	None
(48063, 18)	None	None	None
(40034, 2)	None	None	None
(35152, 11)	None	None	None
(36507, 32)	None	None	None
(45919, 8)	None	None	None
(42372, 22)	None	None	None
(18101, 8)	None	None	None
(47620, 14)	None	None	None
(29354, 14)	None	None	None
(14897, 140)	None	None	None
(26457, 11)	None	None	None
(20228, 5)	None	None	None
(13136, 50)	None	None	None
(18426, 9)	None	None	None
(31085, 7)	None	None	None
(37896, 3)	None	None	None
(40861, 8)	None	None	None
(48354, 9)	None	None	None
(28186, 41)	None	None	None
(12817, 15)	None	None	None
(13136, 16)	None	None	None
(11884, 7)	None	None	None
(36424, 7)	None	None	None
(11109, 89)	None	None	None
(14897, 124)	None	None	None
(34008, 4)	None	None	None
(42156, 17)	None	None	None
(14113, 3)	None	None	None
(42611, 3)	None	None	None
(30807, 3)	None	None	None
(20261, 10)	None	None	None
(47964, 5)	None	None	None
(40472, 10)	None	None	None
(21168, 3)	None	None	None
(46959, 13)	None	None	None
(44311, 17)	None	None	None
(36374, 6)	None	None	None
(45746, 25)	None	None	None
(39225, 14)	None	None	None
(26318, 11)	Viewed	Part	Results
(41858, 24)	None	None	None
(41089, 11)	None	None	None
(26118, 16)	None	None	None
(41731, 6)	None	None	None
(17547, 15)	None	None	None
(48169, 9)	None	None	None
(48784, 32)	None	None	None
(41525, 19)	None	None	None
(35099, 23)	None	None	None
(47930, 31)	None	None	None
(3901, 3)	None	None	None
(14951, 4)	None	None	None
(27258, 13)	None	None	None
(23673, 24)	None	None	None
(48210, 6)	None	None	None
(14897, 102)	None	None	None
(41021, 9)	None	None	None
(44441, 23)	None	None	None
(35384, 12)	None	None	None
(7759, 96)	None	None	None
(12188, 48)	Viewed	Workspace	Results
(14916, 3)	None	None	None
(19861, 4)	None	None	None
(46820, 7)	None	None	None
(36148, 11)	None	None	None
(30918, 63)	None	None	None
(32104, 10)	None	None	None
(38469, 15)	None	None	None
(28316, 50)	None	None	None
(48673, 30)	None	None	None
(48354, 27)	None	None	None
(48022, 39)	None	None	None
(36263, 7)	None	None	None
(3272, 3)	None	None	None
(31593, 17)	None	None	None
(45343, 9)	None	None	None
(42411, 2)	None	None	None
(38821, 10)	None	None	None
(12298, 4)	None	None	None
(16166, 5)	None	None	None
(47297, 9)	None	None	None
(39071, 21)	None	None	None
(27727, 33)	None	None	None
(16139, 24)	None	None	None
(18777, 15)	None	None	None
(47633, 6)	None	None	None
(38725, 9)	None	None	None
(48204, 6)	None	None	None
(23266, 13)	None	None	None
(179, 3)	None	None	None
(36971, 8)	None	None	None
(45985, 27)	None	None	None
(21106, 18)	Viewed	Keyword	Results
(27502, 6)	None	None	None
(42495, 27)	None	None	None
(46857, 54)	None	None	None
(18844, 4)	None	None	None
(13659, 8)	None	None	None
(42865, 23)	None	None	None
(11046, 17)	None	None	None
(3729, 2)	None	None	None
(13107, 3)	Viewed	Keyword	Saved
(22125, 9)	None	None	None
(45766, 10)	None	None	None
(20666, 3)	None	None	None
(4807, 6)	None	None	None
(20845, 16)	None	None	None
(14334, 26)	None	None	None
(11869, 7)	None	None	None
(11248, 1)	None	None	None
(24375, 16)	None	None	None
(12506, 46)	None	None	None
(39206, 14)	None	None	None
(40331, 9)	None	None	None
(38469, 14)	None	None	None
(14897, 29)	None	None	None
(39882, 17)	None	None	None
(26898, 18)	None	None	None
(21907, 3)	None	None	None
(1755, 2)	None	None	None
(39581, 2)	None	None	None
(24727, 19)	None	None	None
(22786, 7)	None	None	None
(32541, 10)	None	None	None
(31834, 42)	None	None	None
(12553, 4)	None	None	None
(30078, 12)	None	None	None
(31817, 9)	None	None	None
(30918, 23)	None	None	None
(47297, 13)	None	None	None
(5477, 6)	None	None	None
(46879, 8)	None	None	None
(7344, 4)	Viewed	Keyword	Saved
(31164, 5)	None	None	None
(12817, 5)	None	None	None
(38901, 16)	None	None	None
(39719, 26)	None	None	None
(15707, 9)	None	None	None
(23586, 18)	None	None	None
(46952, 10)	None	None	None
(40600, 7)	None	None	None
(2070, 4)	None	None	None
(42006, 30)	None	None	None
(40605, 18)	None	None	None
(17189, 11)	None	None	None
(23810, 13)	None	None	None
(40432, 18)	None	None	None
(1569, 9)	None	None	None
(27844, 13)	None	None	None
(45188, 2)	None	None	None
(2748, 6)	None	None	None
(37538, 4)	None	None	None
(2748, 8)	None	None	None
(7712, 94)	None	None	None
(41731, 25)	None	None	None
(14579, 27)	None	None	None
(44055, 19)	None	None	None
(40232, 28)	None	None	None
(47959, 4)	None	None	None
(36743, 9)	None	None	None
(1093, 6)	None	None	None
(41919, 12)	None	None	None
(21960, 10)	None	None	None
(13136, 88)	None	None	None
(18516, 4)	None	None	None
(38392, 6)	None	None	None
(40137, 15)	None	None	None
(42372, 13)	None	None	None
(37954, 2)	None	None	None
(16132, 11)	None	None	None
(45503, 12)	None	None	None
(36724, 21)	None	None	None
(30471, 6)	None	None	None
(41942, 11)	None	None	None
(3856, 2)	None	None	None
(32104, 22)	None	None	None
(36129, 16)	None	None	None
(46088, 70)	None	None	None
(24022, 17)	None	None	None
(10711, 2)	None	None	None
(39085, 16)	None	None	None
(47516, 21)	None	None	None
(3225, 10)	None	None	None
(25399, 13)	None	None	None
(40129, 6)	None	None	None
(31276, 9)	Viewed	Workspace	Results
(37935, 3)	None	None	None
(13957, 12)	None	None	None
(18259, 18)	None	None	None
(179, 26)	None	None	None
(39502, 17)	None	None	None
(32686, 26)	None	None	None
(45365, 10)	None	None	None
(17754, 14)	None	None	None
(7741, 61)	None	None	None
(48535, 15)	None	None	None
(3356, 7)	None	None	None
(15176, 12)	None	None	None
(44227, 18)	None	None	None
(35888, 11)	None	None	None
(42366, 19)	None	None	None
(3439, 5)	None	None	None
(22048, 11)	None	None	None
(18816, 17)	None	None	None
(35555, 9)	None	None	None
(3031, 38)	None	None	None
(30918, 10)	None	None	None
(24305, 6)	None	None	None
(37002, 5)	None	None	None
(37602, 23)	None	None	None
(23750, 33)	None	None	None
(18774, 7)	None	None	None
(16544, 10)	None	None	None
(16219, 10)	None	None	None
(46857, 58)	None	None	None
(35822, 4)	None	None	None
(39446, 28)	None	None	None
(16909, 9)	None	None	None
(14198, 81)	None	None	None
(6641, 4)	None	None	None
(11374, 18)	None	None	None
(15975, 3)	None	None	None
(38287, 15)	None	None	None
(31440, 3)	None	None	None
(42156, 23)	None	None	None
(46961, 5)	None	None	None
(41910, 17)	None	None	None
(43129, 7)	None	None	None
(45996, 47)	None	None	None
(36263, 15)	None	None	None
(48684, 15)	None	None	None
(40811, 35)	None	None	None
(32104, 4)	None	None	None
(46789, 20)	None	None	None
(43834, 13)	None	None	None
(23806, 9)	None	None	None
(10174, 3)	None	None	None
(44463, 9)	None	None	None
(40295, 9)	None	None	None
(20503, 4)	None	None	None
(16445, 2)	None	None	None
(32756, 16)	None	None	None
(20291, 18)	None	None	None
(49180, 29)	None	None	None
(2748, 24)	None	None	None
(47620, 15)	None	None	None
(27502, 3)	None	None	None
(13009, 16)	None	None	None
(38037, 23)	None	None	None
(43800, 19)	None	None	None
(28792, 40)	None	None	None
(24528, 9)	None	None	None
(7743, 68)	None	None	None
(2221, 10)	None	None	None
(13136, 64)	None	None	None
(48784, 18)	None	None	None
(30341, 13)	None	None	None
(44455, 13)	None	None	None
(40210, 21)	None	None	None
(11355, 10)	None	None	None
(23202, 8)	None	None	None
(18124, 47)	None	None	None
(20325, 4)	None	None	None
(44051, 2)	None	None	None
(39994, 4)	None	None	None
(12266, 35)	None	None	None
(36148, 47)	None	None	None
(37628, 25)	None	None	None
(1618, 4)	None	None	None
(2203, 17)	None	None	None
(48627, 11)	None	None	None
(2646, 6)	None	None	None
(44532, 6)	None	None	None
(38242, 15)	None	None	None
(7760, 51)	None	None	None
(38653, 17)	None	None	None
(38274, 17)	None	None	None
(45690, 12)	None	None	None
(11032, 6)	None	None	None
(3155, 7)	None	None	None
(2699, 8)	None	None	None
(758, 27)	None	None	None
(43780, 7)	None	None	None
(44904, 23)	None	None	None
(14983, 4)	None	None	None
(27457, 4)	None	None	None
(12057, 7)	None	None	None
(12940, 105)	None	None	None
(23750, 54)	Viewed	Part	Results
(38105, 31)	None	None	None
(20845, 21)	None	None	None
(3672, 2)	None	None	None
(32264, 23)	None	None	None
(28281, 22)	None	None	None
(37157, 21)	None	None	None
(39589, 27)	None	None	None
(48835, 4)	None	None	None
(41456, 10)	None	None	None
(32645, 12)	None	None	None
(45996, 34)	None	None	None
(11550, 12)	None	None	None
(36911, 8)	None	None	None
(42705, 14)	None	None	None
(24965, 18)	None	None	None
(20137, 12)	None	None	None
(18942, 6)	None	None	None
(29378, 15)	None	None	None
(33507, 13)	None	None	None
(10995, 72)	None	None	None
(47973, 9)	None	None	None
(14078, 10)	Viewed	Workspace	Results
(3005, 11)	None	None	None
(18311, 18)	None	None	None
(26326, 11)	None	None	None
(17981, 4)	None	None	None
(758, 10)	Viewed	Workspace	Results
(40297, 40)	None	None	None
(42731, 11)	None	None	None
(19971, 29)	None	None	None
(2194, 7)	None	None	None
(44360, 15)	None	None	None
(21437, 3)	None	None	None
(30672, 62)	None	None	None
(48142, 123)	None	None	None
(40448, 11)	None	None	None
(2577, 10)	None	None	None
(18513, 4)	None	None	None
(28516, 6)	None	None	None
(46959, 11)	None	None	None
(49292, 13)	None	None	None
(46429, 4)	None	None	None
(14070, 6)	None	None	None
(43999, 9)	None	None	None
(47070, 3)	None	None	None
(41960, 8)	None	None	None
(45099, 6)	None	None	None
(39005, 10)	None	None	None
(20845, 31)	None	None	None
(43212, 12)	None	None	None
(7688, 87)	None	None	None
(46085, 33)	None	None	None
(42843, 6)	None	None	None
(24147, 9)	None	None	None
(35079, 12)	None	None	None
(48142, 62)	None	None	None
(12940, 43)	None	None	None
(35181, 13)	None	None	None
(41365, 12)	None	None	None
(41753, 19)	None	None	None
(41348, 11)	None	None	None
(7759, 82)	None	None	None
(29248, 13)	None	None	None
(29420, 10)	None	None	None
(35822, 20)	None	None	None
(36611, 3)	None	None	None
(504, 6)	None	None	None
(7799, 78)	None	None	None
(41013, 8)	None	None	None
(27772, 13)	None	None	None
(2364, 31)	None	None	None
(11355, 7)	Viewed	Part	Saved
(38377, 10)	None	None	None
(37770, 5)	None	None	None
(12502, 95)	None	None	None
(36727, 5)	Viewed	Workspace	Results
(21844, 10)	None	None	None
(39401, 16)	None	None	None
(2999, 4)	None	None	None
(25003, 13)	None	None	None
(6187, 2)	None	None	None
(37175, 7)	None	None	None
(3171, 36)	Viewed	Part	Results
(44051, 23)	None	None	None
(20137, 14)	None	None	None
(10799, 58)	None	None	None
(45616, 11)	None	None	None
(24022, 7)	None	None	None
(40686, 21)	None	None	None
(13376, 6)	None	None	None
(47268, 14)	None	None	None
(10709, 4)	None	None	None
(19509, 7)	None	None	None
(19642, 9)	None	None	None
(43911, 8)	None	None	None
(40432, 3)	None	None	None
(18587, 15)	None	None	None
(48300, 25)	None	None	None
(2944, 2)	None	None	None
(25380, 17)	None	None	None
(43953, 22)	None	None	None
(46134, 14)	None	None	None
(41838, 32)	None	None	None
(46850, 28)	None	None	None
(16719, 13)	None	None	None
(27326, 12)	None	None	None
(7741, 92)	None	None	None
(23142, 5)	None	None	None
(10888, 53)	None	None	None
(41671, 5)	None	None	None
(22390, 4)	None	None	None
(38358, 21)	None	None	None
(29088, 12)	None	None	None
(26427, 3)	None	None	None
(31518, 10)	None	None	None
(47620, 10)	None	None	None
(38311, 47)	None	None	None
(2797, 4)	None	None	None
(47119, 74)	None	None	None
(7743, 16)	None	None	None
(43515, 7)	None	None	None
(41953, 17)	None	None	None
(7282, 6)	None	None	None
(34301, 22)	None	None	None
(40698, 4)	None	None	None
(22726, 15)	None	None	None
(44463, 3)	None	None	None
(36086, 3)	None	None	None
(34692, 25)	None	None	None
(28546, 12)	None	None	None
(10781, 50)	None	None	None
(22367, 56)	None	None	None
(3362, 22)	None	None	None
(49273, 26)	None	None	None
(11648, 5)	None	None	None
(34766, 28)	None	None	None
(885, 12)	None	None	None
(44217, 3)	None	None	None
(39409, 11)	None	None	None
(41743, 12)	None	None	None
(42092, 18)	None	None	None
(38129, 8)	None	None	None
(24113, 4)	None	None	None
(36037, 21)	None	None	None
(32320, 13)	None	None	None
(22390, 7)	None	None	None
(40831, 15)	None	None	None
(18690, 22)	None	None	None
(40385, 2)	None	None	None
(6270, 2)	None	None	None
(39225, 19)	None	None	None
(45601, 7)	None	None	None
(39466, 5)	None	None	None
(13036, 3)	None	None	None
(14951, 9)	None	None	None
(27974, 9)	None	None	None
(46590, 37)	None	None	None
(47150, 25)	None	None	None
(1182, 5)	None	None	None
(41010, 11)	None	None	None
(34736, 14)	None	None	None
(37844, 16)	None	None	None
(41905, 13)	None	None	None
(38040, 5)	None	None	None
(48041, 35)	None	None	None
(26121, 3)	None	None	None
(14293, 17)	None	None	None
(42338, 17)	None	None	None
(21885, 7)	Viewed	Part	Results
(7191, 4)	None	None	None
(45449, 11)	None	None	None
(35086, 5)	None	None	None
(11109, 48)	None	None	None
(45462, 7)	None	None	None
(10652, 3)	None	None	None
(25691, 17)	None	None	None
(47484, 10)	None	None	None
(46323, 5)	None	None	None
(6097, 67)	None	None	None
(24434, 17)	None	None	None
(17275, 10)	None	None	None
(19343, 4)	None	None	None
(10323, 7)	None	None	None
(19310, 5)	None	None	None
(34114, 30)	None	None	None
(39621, 12)	None	None	None
(22562, 5)	None	None	None
(6719, 13)	None	None	None
(20676, 4)	None	None	None
(13471, 11)	None	None	None
(37206, 12)	None	None	None
(41901, 9)	None	None	None
(13009, 53)	None	None	None
(37113, 16)	None	None	None
(46937, 35)	None	None	None
(18906, 10)	None	None	None
(2910, 27)	None	None	None
(2442, 8)	None	None	None
(36809, 7)	None	None	None
(27971, 8)	None	None	None
(36698, 48)	None	None	None
(32746, 7)	None	None	None
(32930, 11)	None	None	None
(46429, 9)	Viewed	Part	Results
(2364, 13)	None	None	None
(48685, 11)	None	None	None
(40378, 11)	None	None	None
(28834, 4)	None	None	None
(26532, 20)	None	None	None
(25115, 10)	None	None	None
(48784, 28)	None	None	None
(10767, 43)	None	None	None
(45986, 24)	None	None	None
(22313, 4)	None	None	None
(29246, 10)	None	None	None
(3116, 24)	None	None	None
(40325, 7)	None	None	None
(19861, 7)	None	None	None
(10398, 4)	None	None	None
(41151, 16)	None	None	None
(25178, 6)	None	None	None
(338, 46)	None	None	None
(18977, 8)	None	None	None
(22367, 92)	None	None	None
(2121, 9)	None	None	None
(25570, 13)	None	None	None
(2339, 10)	None	None	None
(45828, 9)	None	None	None
(44463, 15)	None	None	None
(21481, 5)	None	None	None
(38190, 10)	None	None	None
(5398, 2)	None	None	None
(48782, 16)	None	None	None
(5731, 4)	None	None	None
(37809, 2)	None	None	None
(36353, 5)	None	None	None
(2672, 6)	None	None	None
(2867, 6)	None	None	None
(26645, 14)	None	None	None
(38549, 40)	None	None	None
(1856, 5)	None	None	None
(2491, 8)	None	None	None
(13471, 6)	None	None	None
(35767, 35)	None	None	None
(14198, 97)	None	None	None
(18728, 18)	None	None	None
(26567, 7)	None	None	None
(37602, 3)	None	None	None
(42419, 24)	None	None	None
(30918, 46)	None	None	None
(12475, 5)	None	None	None
(4552, 8)	None	None	None
(29162, 7)	Viewed	Workspace	Results
(15533, 9)	None	None	None
(40916, 12)	None	None	None
(49220, 20)	None	None	None
(4867, 3)	None	None	None
(14897, 59)	None	None	None
(44230, 6)	None	None	None
(2215, 13)	None	None	None
(37346, 20)	None	None	None
(27044, 23)	None	None	None
(33057, 7)	None	None	None
(43123, 18)	None	None	None
(35961, 20)	None	None	None
(38289, 6)	None	None	None
(24393, 8)	None	None	None
(40811, 28)	None	None	None
(43450, 10)	None	None	None
(38549, 26)	None	None	None
(23300, 3)	None	None	None
(11109, 120)	None	None	None
(37965, 72)	None	None	None
(30399, 17)	None	None	None
(38510, 32)	None	None	None
(44051, 15)	None	None	None
(26225, 6)	None	None	None
(43515, 17)	None	None	None
(44055, 2)	None	None	None
(11253, 8)	None	None	None
(41838, 23)	None	None	None
(41467, 7)	None	None	None
(19870, 4)	None	None	None
(35888, 22)	None	None	None
(46737, 14)	None	None	None
(45095, 5)	None	None	None
(12817, 79)	None	None	None
(14897, 50)	None	None	None
(13523, 4)	None	None	None
(7305, 5)	None	None	None
(44037, 3)	None	None	None
(23826, 5)	None	None	None
(48124, 17)	None	None	None
(12817, 36)	None	None	None
(40555, 10)	None	None	None
(47078, 49)	None	None	None
(38311, 5)	None	None	None
(37975, 14)	None	None	None
(36081, 11)	None	None	None
(46857, 91)	None	None	None
(41731, 17)	None	None	None
(29464, 8)	None	None	None
(17494, 12)	None	None	None
(40861, 27)	None	None	None
(13764, 3)	None	None	None
(1469, 15)	None	None	None
(46996, 43)	None	None	None
(12402, 17)	None	None	None
(11411, 3)	None	None	None
(29999, 10)	None	None	None
(33118, 7)	None	None	None
(2353, 18)	None	None	None
(11894, 3)	None	None	None
(28718, 7)	None	None	None
(35144, 7)	None	None	None
(41725, 27)	None	None	None
(19243, 9)	None	None	None
(24074, 7)	None	None	None
(43953, 9)	None	None	None
(4553, 7)	None	None	None
(35392, 4)	None	None	None
(26852, 4)	None	None	None
(2415, 25)	None	None	None
(12305, 27)	None	None	None
(277, 33)	None	None	None
(42946, 10)	None	None	None
(18895, 12)	None	None	None
(25221, 16)	None	None	None
(26376, 12)	None	None	None
(44938, 7)	None	None	None
(12524, 5)	None	None	None
(39546, 9)	None	None	None
(18513, 18)	None	None	None
(35384, 11)	None	None	None
(22472, 10)	None	None	None
(16448, 10)	None	None	None
(18191, 11)	None	None	None
(20845, 23)	None	None	None
(43114, 8)	None	None	None
(13852, 5)	None	None	None
(40600, 9)	Viewed	Workspace	Results
(2741, 10)	None	None	None
(21095, 22)	None	None	None
(45690, 26)	None	None	None
(20845, 39)	None	None	None
(1032, 4)	Viewed	Keyword	Results
(18587, 19)	None	None	None
(32175, 19)	None	None	None
(45066, 28)	None	None	None
(34301, 34)	None	None	None
(40857, 13)	None	None	None
(37979, 19)	None	None	None
(6097, 199)	None	None	None
(27153, 27)	None	None	None
(26992, 10)	None	None	None
(11326, 55)	None	None	None
(10767, 18)	None	None	None
(47119, 127)	None	None	None
(18338, 6)	None	None	None
(46219, 9)	None	None	None
(6336, 2)	Viewed	Keyword	Results
